user_id,entity_type,entity_id,action,created_at,weight
36,CAMPAIGN,19,VOTE,2026-04-20 11:27:40.000000,3.0
47,CAMPAIGN,25,VOTE,2026-04-20 11:27:40.000000,3.0
18,CAMPAIGN,32,VOTE,2026-04-20 11:27:40.000000,3.0
60,EVENT,2,ATTEND,2026-04-20 11:27:40.000000,2.0
93,EVENT,8,ATTEND,2026-04-20 11:27:40.000000,2.0
40,EVENT,17,ATTEND,2026-04-20 11:27:40.000000,2.0
11,EVENT,32,ATTEND,2026-04-20 11:27:40.000000,2.0
107,EVENT,38,ATTEND,2026-04-20 11:27:40.000000,2.0
25,EVENT,40,ATTEND,2026-04-20 11:27:40.000000,2.0
109,EVENT,46,ATTEND,2026-04-20 11:27:40.000000,2.0
20,EVENT,56,ATTEND,2026-04-20 11:27:40.000000,2.0
59,EVENT,56,ATTEND,2026-04-20 11:27:40.000000,2.0
2,EVENT,60,ATTEND,2026-04-20 11:27:40.000000,2.0
1,EVENT,62,ATTEND,2026-04-20 11:27:40.000000,2.0
75,EVENT,65,ATTEND,2026-04-20 11:27:40.000000,2.0
51,EVENT,76,ATTEND,2026-04-20 11:27:40.000000,2.0
107,EVENT,90,ATTEND,2026-04-20 11:27:40.000000,2.0
99,EVENT,95,ATTEND,2026-04-20 11:27:40.000000,2.0
86,EVENT,96,ATTEND,2026-04-20 11:27:40.000000,2.0
56,PROJECT,15,VOTE,2026-04-20 11:27:40.000000,3.0
75,PROJECT,18,VOTE,2026-04-20 11:27:40.000000,3.0
21,PROJECT,20,FUND,2026-04-20 11:27:40.000000,4.0
33,PROJECT,32,VOTE,2026-04-20 11:27:40.000000,3.0
18,PROJECT,35,VOTE,2026-04-20 11:27:40.000000,3.0
56,PROJECT,39,FUND,2026-04-20 11:27:40.000000,4.0
10,PROJECT,39,FUND,2026-04-20 11:27:40.000000,4.0
24,PROJECT,49,VOTE,2026-04-20 11:27:40.000000,3.0
86,PROJECT,68,VOTE,2026-04-20 11:27:40.000000,3.0
62,PROJECT,70,FUND,2026-04-20 11:27:40.000000,4.0
51,PROJECT,73,FUND,2026-04-20 11:27:40.000000,4.0
36,PROJECT,80,VOTE,2026-04-20 11:27:40.000000,3.0
72,PROJECT,85,VOTE,2026-04-20 11:27:40.000000,3.0
61,PROJECT,96,FUND,2026-04-20 11:27:40.000000,4.0
38,PROJECT,97,VOTE,2026-04-20 11:27:40.000000,3.0
37,PROJECT,100,FUND,2026-04-20 11:27:40.000000,4.0
29,POST,8,LIKE,2026-04-20 11:27:40.000000,2.0
49,POST,9,COMMENT,2026-04-20 11:27:40.000000,3.0
54,POST,19,LIKE,2026-04-20 11:27:40.000000,2.0
104,POST,32,LIKE,2026-04-20 11:27:40.000000,2.0
110,POST,37,LIKE,2026-04-20 11:27:40.000000,2.0
112,POST,37,LIKE,2026-04-20 11:27:40.000000,2.0
38,POST,48,LIKE,2026-04-20 11:27:40.000000,2.0
97,POST,50,COMMENT,2026-04-20 11:27:40.000000,3.0
105,POST,52,LIKE,2026-04-20 11:27:40.000000,2.0
55,POST,60,LIKE,2026-04-20 11:27:40.000000,2.0
79,POST,64,COMMENT,2026-04-20 11:27:40.000000,3.0
97,POST,67,LIKE,2026-04-20 11:27:40.000000,2.0
53,POST,69,LIKE,2026-04-20 11:27:40.000000,2.0
64,POST,76,LIKE,2026-04-20 11:27:40.000000,2.0
96,POST,79,LIKE,2026-04-20 11:27:40.000000,2.0
115,POST,98,LIKE,2026-04-20 11:27:40.000000,2.0
28,POST,99,LIKE,2026-04-20 11:27:40.000000,2.0
84,CAMPAIGN,30,VOTE,2026-04-19 11:27:40.000000,3.0
37,EVENT,3,ATTEND,2026-04-19 11:27:40.000000,2.0
11,EVENT,20,ATTEND,2026-04-19 11:27:40.000000,2.0
8,EVENT,21,ATTEND,2026-04-19 11:27:40.000000,2.0
95,EVENT,22,ATTEND,2026-04-19 11:27:40.000000,2.0
23,EVENT,22,ATTEND,2026-04-19 11:27:40.000000,2.0
95,EVENT,27,ATTEND,2026-04-19 11:27:40.000000,2.0
103,EVENT,28,ATTEND,2026-04-19 11:27:40.000000,2.0
97,EVENT,33,ATTEND,2026-04-19 11:27:40.000000,2.0
28,EVENT,39,ATTEND,2026-04-19 11:27:40.000000,2.0
32,EVENT,39,ATTEND,2026-04-19 11:27:40.000000,2.0
53,EVENT,45,ATTEND,2026-04-19 11:27:40.000000,2.0
115,EVENT,59,ATTEND,2026-04-19 11:27:40.000000,2.0
117,EVENT,59,ATTEND,2026-04-19 11:27:40.000000,2.0
82,EVENT,82,ATTEND,2026-04-19 11:27:40.000000,2.0
20,EVENT,89,ATTEND,2026-04-19 11:27:40.000000,2.0
65,EVENT,94,ATTEND,2026-04-19 11:27:40.000000,2.0
24,EVENT,98,ATTEND,2026-04-19 11:27:40.000000,2.0
112,PROJECT,3,FUND,2026-04-19 11:27:40.000000,4.0
31,PROJECT,16,FUND,2026-04-19 11:27:40.000000,4.0
27,PROJECT,36,VOTE,2026-04-19 11:27:40.000000,3.0
114,PROJECT,45,VOTE,2026-04-19 11:27:40.000000,3.0
82,PROJECT,50,VOTE,2026-04-19 11:27:40.000000,3.0
49,PROJECT,67,FUND,2026-04-19 11:27:40.000000,4.0
38,PROJECT,68,FUND,2026-04-19 11:27:40.000000,4.0
71,PROJECT,69,VOTE,2026-04-19 11:27:40.000000,3.0
52,PROJECT,70,FUND,2026-04-19 11:27:40.000000,4.0
5,PROJECT,73,FUND,2026-04-19 11:27:40.000000,4.0
87,PROJECT,74,VOTE,2026-04-19 11:27:40.000000,3.0
30,PROJECT,74,FUND,2026-04-19 11:27:40.000000,4.0
35,PROJECT,78,FUND,2026-04-19 11:27:40.000000,4.0
89,PROJECT,81,VOTE,2026-04-19 11:27:40.000000,3.0
60,PROJECT,83,FUND,2026-04-19 11:27:40.000000,4.0
39,PROJECT,84,VOTE,2026-04-19 11:27:40.000000,3.0
73,PROJECT,87,FUND,2026-04-19 11:27:40.000000,4.0
52,PROJECT,95,VOTE,2026-04-19 11:27:40.000000,3.0
53,PROJECT,99,VOTE,2026-04-19 11:27:40.000000,3.0
72,PROJECT,100,VOTE,2026-04-19 11:27:40.000000,3.0
105,POST,33,LIKE,2026-04-19 11:27:40.000000,2.0
48,POST,37,COMMENT,2026-04-19 11:27:40.000000,3.0
27,POST,41,LIKE,2026-04-19 11:27:40.000000,2.0
86,POST,42,COMMENT,2026-04-19 11:27:40.000000,3.0
43,POST,47,LIKE,2026-04-19 11:27:40.000000,2.0
74,POST,49,COMMENT,2026-04-19 11:27:40.000000,3.0
108,POST,59,LIKE,2026-04-19 11:27:40.000000,2.0
31,POST,59,LIKE,2026-04-19 11:27:40.000000,2.0
101,POST,63,LIKE,2026-04-19 11:27:40.000000,2.0
105,POST,67,LIKE,2026-04-19 11:27:40.000000,2.0
39,POST,72,LIKE,2026-04-19 11:27:40.000000,2.0
31,POST,77,LIKE,2026-04-19 11:27:40.000000,2.0
32,POST,82,COMMENT,2026-04-19 11:27:40.000000,3.0
92,POST,90,COMMENT,2026-04-19 11:27:40.000000,3.0
116,POST,93,LIKE,2026-04-19 11:27:40.000000,2.0
12,POST,96,LIKE,2026-04-19 11:27:40.000000,2.0
84,POST,98,LIKE,2026-04-19 11:27:40.000000,2.0
116,CAMPAIGN,8,VOTE,2026-04-18 11:27:40.000000,3.0
56,CAMPAIGN,20,VOTE,2026-04-18 11:27:40.000000,3.0
103,CAMPAIGN,31,VOTE,2026-04-18 11:27:40.000000,3.0
23,EVENT,4,ATTEND,2026-04-18 11:27:40.000000,2.0
24,EVENT,6,ATTEND,2026-04-18 11:27:40.000000,2.0
30,EVENT,12,ATTEND,2026-04-18 11:27:40.000000,2.0
80,EVENT,20,ATTEND,2026-04-18 11:27:40.000000,2.0
18,EVENT,24,ATTEND,2026-04-18 11:27:40.000000,2.0
89,EVENT,26,ATTEND,2026-04-18 11:27:40.000000,2.0
9,EVENT,28,ATTEND,2026-04-18 11:27:40.000000,2.0
10,EVENT,30,ATTEND,2026-04-18 11:27:40.000000,2.0
82,EVENT,38,ATTEND,2026-04-18 11:27:40.000000,2.0
74,EVENT,39,ATTEND,2026-04-18 11:27:40.000000,2.0
98,EVENT,41,ATTEND,2026-04-18 11:27:40.000000,2.0
97,EVENT,51,ATTEND,2026-04-18 11:27:40.000000,2.0
78,EVENT,62,ATTEND,2026-04-18 11:27:40.000000,2.0
58,EVENT,92,ATTEND,2026-04-18 11:27:40.000000,2.0
38,EVENT,95,ATTEND,2026-04-18 11:27:40.000000,2.0
78,EVENT,96,ATTEND,2026-04-18 11:27:40.000000,2.0
102,PROJECT,10,VOTE,2026-04-18 11:27:40.000000,3.0
83,PROJECT,16,VOTE,2026-04-18 11:27:40.000000,3.0
93,PROJECT,22,VOTE,2026-04-18 11:27:40.000000,3.0
20,PROJECT,25,FUND,2026-04-18 11:27:40.000000,4.0
44,PROJECT,28,VOTE,2026-04-18 11:27:40.000000,3.0
22,PROJECT,34,FUND,2026-04-18 11:27:40.000000,4.0
67,PROJECT,38,VOTE,2026-04-18 11:27:40.000000,3.0
21,PROJECT,40,VOTE,2026-04-18 11:27:40.000000,3.0
92,PROJECT,40,VOTE,2026-04-18 11:27:40.000000,3.0
31,PROJECT,41,FUND,2026-04-18 11:27:40.000000,4.0
97,PROJECT,41,FUND,2026-04-18 11:27:40.000000,4.0
7,PROJECT,45,FUND,2026-04-18 11:27:40.000000,4.0
50,PROJECT,46,VOTE,2026-04-18 11:27:40.000000,3.0
114,PROJECT,48,VOTE,2026-04-18 11:27:40.000000,3.0
89,PROJECT,58,VOTE,2026-04-18 11:27:40.000000,3.0
62,PROJECT,63,VOTE,2026-04-18 11:27:40.000000,3.0
80,PROJECT,66,FUND,2026-04-18 11:27:40.000000,4.0
86,PROJECT,68,FUND,2026-04-18 11:27:40.000000,4.0
33,PROJECT,69,VOTE,2026-04-18 11:27:40.000000,3.0
83,PROJECT,89,FUND,2026-04-18 11:27:40.000000,4.0
48,PROJECT,96,FUND,2026-04-18 11:27:40.000000,4.0
109,POST,3,COMMENT,2026-04-18 11:27:40.000000,3.0
29,POST,53,LIKE,2026-04-18 11:27:40.000000,2.0
110,POST,55,LIKE,2026-04-18 11:27:40.000000,2.0
18,POST,56,LIKE,2026-04-18 11:27:40.000000,2.0
41,POST,61,COMMENT,2026-04-18 11:27:40.000000,3.0
19,POST,61,COMMENT,2026-04-18 11:27:40.000000,3.0
37,POST,77,LIKE,2026-04-18 11:27:40.000000,2.0
111,POST,90,LIKE,2026-04-18 11:27:40.000000,2.0
88,POST,100,COMMENT,2026-04-18 11:27:40.000000,3.0
32,CAMPAIGN,12,VOTE,2026-04-17 11:27:40.000000,3.0
96,CAMPAIGN,27,VOTE,2026-04-17 11:27:40.000000,3.0
34,CAMPAIGN,28,VOTE,2026-04-17 11:27:40.000000,3.0
24,EVENT,2,ATTEND,2026-04-17 11:27:40.000000,2.0
56,EVENT,2,ATTEND,2026-04-17 11:27:40.000000,2.0
92,EVENT,9,ATTEND,2026-04-17 11:27:40.000000,2.0
8,EVENT,12,ATTEND,2026-04-17 11:27:40.000000,2.0
72,EVENT,17,ATTEND,2026-04-17 11:27:40.000000,2.0
55,EVENT,30,ATTEND,2026-04-17 11:27:40.000000,2.0
12,EVENT,31,ATTEND,2026-04-17 11:27:40.000000,2.0
37,EVENT,34,ATTEND,2026-04-17 11:27:40.000000,2.0
17,EVENT,39,ATTEND,2026-04-17 11:27:40.000000,2.0
68,EVENT,53,ATTEND,2026-04-17 11:27:40.000000,2.0
44,EVENT,54,ATTEND,2026-04-17 11:27:40.000000,2.0
55,EVENT,55,ATTEND,2026-04-17 11:27:40.000000,2.0
70,EVENT,60,ATTEND,2026-04-17 11:27:40.000000,2.0
99,EVENT,64,ATTEND,2026-04-17 11:27:40.000000,2.0
70,EVENT,65,ATTEND,2026-04-17 11:27:40.000000,2.0
5,EVENT,66,ATTEND,2026-04-17 11:27:40.000000,2.0
57,EVENT,71,ATTEND,2026-04-17 11:27:40.000000,2.0
49,EVENT,71,ATTEND,2026-04-17 11:27:40.000000,2.0
42,EVENT,81,ATTEND,2026-04-17 11:27:40.000000,2.0
72,EVENT,82,ATTEND,2026-04-17 11:27:40.000000,2.0
75,EVENT,83,ATTEND,2026-04-17 11:27:40.000000,2.0
54,EVENT,89,ATTEND,2026-04-17 11:27:40.000000,2.0
19,EVENT,91,ATTEND,2026-04-17 11:27:40.000000,2.0
95,EVENT,92,ATTEND,2026-04-17 11:27:40.000000,2.0
10,PROJECT,6,VOTE,2026-04-17 11:27:40.000000,3.0
65,PROJECT,6,FUND,2026-04-17 11:27:40.000000,4.0
66,PROJECT,10,VOTE,2026-04-17 11:27:40.000000,3.0
93,PROJECT,10,FUND,2026-04-17 11:27:40.000000,4.0
50,PROJECT,11,VOTE,2026-04-17 11:27:40.000000,3.0
16,PROJECT,12,VOTE,2026-04-17 11:27:40.000000,3.0
28,PROJECT,15,FUND,2026-04-17 11:27:40.000000,4.0
38,PROJECT,17,VOTE,2026-04-17 11:27:40.000000,3.0
115,PROJECT,19,FUND,2026-04-17 11:27:40.000000,4.0
93,PROJECT,26,VOTE,2026-04-17 11:27:40.000000,3.0
74,PROJECT,26,FUND,2026-04-17 11:27:40.000000,4.0
71,PROJECT,27,VOTE,2026-04-17 11:27:40.000000,3.0
99,PROJECT,28,VOTE,2026-04-17 11:27:40.000000,3.0
95,PROJECT,28,VOTE,2026-04-17 11:27:40.000000,3.0
13,PROJECT,47,FUND,2026-04-17 11:27:40.000000,4.0
83,PROJECT,48,FUND,2026-04-17 11:27:40.000000,4.0
83,PROJECT,52,FUND,2026-04-17 11:27:40.000000,4.0
40,PROJECT,53,VOTE,2026-04-17 11:27:40.000000,3.0
23,PROJECT,54,VOTE,2026-04-17 11:27:40.000000,3.0
83,PROJECT,66,FUND,2026-04-17 11:27:40.000000,4.0
34,PROJECT,69,VOTE,2026-04-17 11:27:40.000000,3.0
84,PROJECT,78,VOTE,2026-04-17 11:27:40.000000,3.0
90,PROJECT,87,VOTE,2026-04-17 11:27:40.000000,3.0
93,PROJECT,90,FUND,2026-04-17 11:27:40.000000,4.0
56,PROJECT,97,VOTE,2026-04-17 11:27:40.000000,3.0
83,POST,1,LIKE,2026-04-17 11:27:40.000000,2.0
69,POST,5,COMMENT,2026-04-17 11:27:40.000000,3.0
29,POST,20,LIKE,2026-04-17 11:27:40.000000,2.0
18,POST,33,LIKE,2026-04-17 11:27:40.000000,2.0
22,POST,52,LIKE,2026-04-17 11:27:40.000000,2.0
43,POST,53,LIKE,2026-04-17 11:27:40.000000,2.0
74,POST,59,LIKE,2026-04-17 11:27:40.000000,2.0
25,POST,66,LIKE,2026-04-17 11:27:40.000000,2.0
104,POST,67,LIKE,2026-04-17 11:27:40.000000,2.0
40,POST,87,LIKE,2026-04-17 11:27:40.000000,2.0
25,POST,95,LIKE,2026-04-17 11:27:40.000000,2.0
90,CAMPAIGN,19,VOTE,2026-04-16 11:27:40.000000,3.0
10,CAMPAIGN,20,VOTE,2026-04-16 11:27:40.000000,3.0
1,CAMPAIGN,36,VOTE,2026-04-16 11:27:40.000000,3.0
9,CAMPAIGN,40,VOTE,2026-04-16 11:27:40.000000,3.0
47,CAMPAIGN,41,VOTE,2026-04-16 11:27:40.000000,3.0
55,EVENT,4,ATTEND,2026-04-16 11:27:40.000000,2.0
37,EVENT,5,ATTEND,2026-04-16 11:27:40.000000,2.0
70,EVENT,12,ATTEND,2026-04-16 11:27:40.000000,2.0
66,EVENT,17,ATTEND,2026-04-16 11:27:40.000000,2.0
93,EVENT,18,ATTEND,2026-04-16 11:27:40.000000,2.0
89,EVENT,19,ATTEND,2026-04-16 11:27:40.000000,2.0
111,EVENT,20,ATTEND,2026-04-16 11:27:40.000000,2.0
19,EVENT,21,ATTEND,2026-04-16 11:27:40.000000,2.0
76,EVENT,30,ATTEND,2026-04-16 11:27:40.000000,2.0
31,EVENT,31,ATTEND,2026-04-16 11:27:40.000000,2.0
70,EVENT,44,ATTEND,2026-04-16 11:27:40.000000,2.0
113,EVENT,50,ATTEND,2026-04-16 11:27:40.000000,2.0
11,EVENT,56,ATTEND,2026-04-16 11:27:40.000000,2.0
95,EVENT,62,ATTEND,2026-04-16 11:27:40.000000,2.0
31,EVENT,80,ATTEND,2026-04-16 11:27:40.000000,2.0
14,EVENT,91,ATTEND,2026-04-16 11:27:40.000000,2.0
52,PROJECT,5,FUND,2026-04-16 11:27:40.000000,4.0
87,PROJECT,5,FUND,2026-04-16 11:27:40.000000,4.0
36,PROJECT,10,FUND,2026-04-16 11:27:40.000000,4.0
46,PROJECT,13,VOTE,2026-04-16 11:27:40.000000,3.0
64,PROJECT,13,FUND,2026-04-16 11:27:40.000000,4.0
117,PROJECT,18,FUND,2026-04-16 11:27:40.000000,4.0
57,PROJECT,23,FUND,2026-04-16 11:27:40.000000,4.0
27,PROJECT,30,VOTE,2026-04-16 11:27:40.000000,3.0
113,PROJECT,39,VOTE,2026-04-16 11:27:40.000000,3.0
99,PROJECT,60,VOTE,2026-04-16 11:27:40.000000,3.0
105,PROJECT,60,VOTE,2026-04-16 11:27:40.000000,3.0
28,PROJECT,68,VOTE,2026-04-16 11:27:40.000000,3.0
83,PROJECT,70,VOTE,2026-04-16 11:27:40.000000,3.0
95,PROJECT,75,VOTE,2026-04-16 11:27:40.000000,3.0
9,PROJECT,81,VOTE,2026-04-16 11:27:40.000000,3.0
19,PROJECT,85,VOTE,2026-04-16 11:27:40.000000,3.0
57,PROJECT,87,FUND,2026-04-16 11:27:40.000000,4.0
79,PROJECT,88,FUND,2026-04-16 11:27:40.000000,4.0
115,PROJECT,90,FUND,2026-04-16 11:27:40.000000,4.0
82,PROJECT,97,VOTE,2026-04-16 11:27:40.000000,3.0
76,PROJECT,98,FUND,2026-04-16 11:27:40.000000,4.0
41,PROJECT,99,VOTE,2026-04-16 11:27:40.000000,3.0
1,POST,4,COMMENT,2026-04-16 11:27:40.000000,3.0
39,POST,8,LIKE,2026-04-16 11:27:40.000000,2.0
62,POST,16,LIKE,2026-04-16 11:27:40.000000,2.0
71,POST,21,LIKE,2026-04-16 11:27:40.000000,2.0
57,POST,25,COMMENT,2026-04-16 11:27:40.000000,3.0
36,POST,26,LIKE,2026-04-16 11:27:40.000000,2.0
20,POST,32,LIKE,2026-04-16 11:27:40.000000,2.0
26,POST,37,LIKE,2026-04-16 11:27:40.000000,2.0
110,POST,41,COMMENT,2026-04-16 11:27:40.000000,3.0
25,POST,45,LIKE,2026-04-16 11:27:40.000000,2.0
40,POST,54,COMMENT,2026-04-16 11:27:40.000000,3.0
76,POST,77,COMMENT,2026-04-16 11:27:40.000000,3.0
34,POST,96,COMMENT,2026-04-16 11:27:40.000000,3.0
27,POST,98,LIKE,2026-04-16 11:27:40.000000,2.0
90,CAMPAIGN,20,VOTE,2026-04-15 11:27:40.000000,3.0
83,CAMPAIGN,25,VOTE,2026-04-15 11:27:40.000000,3.0
35,CAMPAIGN,37,VOTE,2026-04-15 11:27:40.000000,3.0
104,CAMPAIGN,39,VOTE,2026-04-15 11:27:40.000000,3.0
75,CAMPAIGN,41,VOTE,2026-04-15 11:27:40.000000,3.0
51,EVENT,4,ATTEND,2026-04-15 11:27:40.000000,2.0
74,EVENT,8,ATTEND,2026-04-15 11:27:40.000000,2.0
62,EVENT,10,ATTEND,2026-04-15 11:27:40.000000,2.0
9,EVENT,17,ATTEND,2026-04-15 11:27:40.000000,2.0
117,EVENT,19,ATTEND,2026-04-15 11:27:40.000000,2.0
32,EVENT,31,ATTEND,2026-04-15 11:27:40.000000,2.0
45,EVENT,38,ATTEND,2026-04-15 11:27:40.000000,2.0
96,EVENT,58,ATTEND,2026-04-15 11:27:40.000000,2.0
19,EVENT,61,ATTEND,2026-04-15 11:27:40.000000,2.0
7,EVENT,74,ATTEND,2026-04-15 11:27:40.000000,2.0
7,EVENT,76,ATTEND,2026-04-15 11:27:40.000000,2.0
67,EVENT,91,ATTEND,2026-04-15 11:27:40.000000,2.0
103,EVENT,91,ATTEND,2026-04-15 11:27:40.000000,2.0
8,EVENT,100,ATTEND,2026-04-15 11:27:40.000000,2.0
110,PROJECT,16,VOTE,2026-04-15 11:27:40.000000,3.0
39,PROJECT,20,VOTE,2026-04-15 11:27:40.000000,3.0
89,PROJECT,25,FUND,2026-04-15 11:27:40.000000,4.0
42,PROJECT,26,VOTE,2026-04-15 11:27:40.000000,3.0
9,PROJECT,26,FUND,2026-04-15 11:27:40.000000,4.0
84,PROJECT,32,VOTE,2026-04-15 11:27:40.000000,3.0
112,PROJECT,34,VOTE,2026-04-15 11:27:40.000000,3.0
57,PROJECT,34,FUND,2026-04-15 11:27:40.000000,4.0
93,PROJECT,53,FUND,2026-04-15 11:27:40.000000,4.0
55,PROJECT,55,FUND,2026-04-15 11:27:40.000000,4.0
109,PROJECT,63,FUND,2026-04-15 11:27:40.000000,4.0
9,PROJECT,64,FUND,2026-04-15 11:27:40.000000,4.0
91,PROJECT,65,VOTE,2026-04-15 11:27:40.000000,3.0
46,PROJECT,73,FUND,2026-04-15 11:27:40.000000,4.0
21,PROJECT,73,FUND,2026-04-15 11:27:40.000000,4.0
53,PROJECT,75,VOTE,2026-04-15 11:27:40.000000,3.0
45,PROJECT,84,FUND,2026-04-15 11:27:40.000000,4.0
84,PROJECT,87,VOTE,2026-04-15 11:27:40.000000,3.0
34,PROJECT,100,VOTE,2026-04-15 11:27:40.000000,3.0
71,POST,4,LIKE,2026-04-15 11:27:40.000000,2.0
101,POST,18,LIKE,2026-04-15 11:27:40.000000,2.0
32,POST,20,LIKE,2026-04-15 11:27:40.000000,2.0
27,POST,21,LIKE,2026-04-15 11:27:40.000000,2.0
24,POST,26,LIKE,2026-04-15 11:27:40.000000,2.0
96,POST,27,LIKE,2026-04-15 11:27:40.000000,2.0
57,POST,27,COMMENT,2026-04-15 11:27:40.000000,3.0
43,POST,33,LIKE,2026-04-15 11:27:40.000000,2.0
16,POST,53,LIKE,2026-04-15 11:27:40.000000,2.0
43,POST,65,LIKE,2026-04-15 11:27:40.000000,2.0
14,POST,80,LIKE,2026-04-15 11:27:40.000000,2.0
109,POST,86,COMMENT,2026-04-15 11:27:40.000000,3.0
92,CAMPAIGN,3,VOTE,2026-04-14 11:27:40.000000,3.0
29,CAMPAIGN,13,VOTE,2026-04-14 11:27:40.000000,3.0
68,CAMPAIGN,18,VOTE,2026-04-14 11:27:40.000000,3.0
90,CAMPAIGN,18,VOTE,2026-04-14 11:27:40.000000,3.0
116,CAMPAIGN,21,VOTE,2026-04-14 11:27:40.000000,3.0
1,CAMPAIGN,30,VOTE,2026-04-14 11:27:40.000000,3.0
